# HANDGEPFLEGT - 167 Teams.
# team_id kodiert das START-Tier als Lesehilfe (1001 = Tier 1, lfd. Nr. 1).
# Nach dem ersten Saisonwechsel ist diese Kodierung semantisch falsch und
# darf im Code nie als Tier-Quelle dienen.
# Sortierung nach team_id ist verbindlich, damit Diffs lesbar bleiben.
# Prestige-Baender und Archetyp-Mischung je Liga:
#   docs/DATENMODELL_APEX_M0.md, Abschnitte 15.3 und 15.5.
# history_best_tier < start_tier kennzeichnet gefallene Riesen - erwuenscht,
# etwa jedes zehnte Team in Tier 5-9.
team_id,name,short_name,code,country,city,founded_year,start_tier,colour_primary,colour_secondary,ai_archetype,prestige,start_capital,engine_supplier_id,is_works_team,history_titles,history_best_tier,flavour
8017,Southgate Academy,Southgate,SGA,GBR,Croydon,2017,8,#1F3A93,#E4B363,academy,28,230000,,0,0,8,"Städtisches Nachwuchsprojekt. Sucht Fahrer, die sich Karts nie leisten konnten."
8018,Ligurian Juniors,Ligurian,LGJ,ITA,Genoa,2018,8,#008C45,#CD212A,academy,26,210000,,0,0,8,"Zwei Fahrer im Kader sind sechzehn. Der Renningenieur ist zwanzig."
8019,Bavaria Nachwuchs,Bavaria,BVN,DEU,Regensburg,2019,8,#0066B3,#FFFFFF,academy,24,195000,,0,0,8,"Vereinsstruktur statt Firma. Die Mitglieder stimmen über den Fahrerkader ab."
8020,Southern Cross Youth,South Cross,SCY,AUS,Adelaide,2021,8,#00843D,#FFCD00,academy,22,180000,,0,0,8,"Australiens Nachwuchs muss sonst nach Europa. Hier nicht mehr."
#
# ---- Tier 9: Regional Cup (20) ----
9001,Colwyn Racing,Colwyn,CLW,GBR,Wrexham,1981,9,#3C4142,#B7A57A,traditional,28,170000,,0,0,7,"Walisische Hartnäckigkeit. Vier Jahrzehnte, kein Aufstieg, kein Rückzug."
9002,Alentejo Sport,Alentejo,ALT,PRT,Évora,1990,9,#046A38,#F0E68C,traditional,25,150000,,0,0,8,"Ländlich, langsam, beständig. Der Teamchef ist auch der Chefmechaniker."
9003,Zagros Climb,Zagros,ZGR,IRN,Tabriz,2018,9,#239F40,#DA0000,climber,27,160000,,0,0,9,"Kam über eine regionale Formelserie und gewann im ersten Jahr vier Rennen."
9004,Yucatán Racing,Yucatán,YCT,MEX,Mérida,2016,9,#006847,#F5C400,climber,24,140000,,0,0,9,"Finanziert sich über Tourismussponsoren. Das Auto trägt mehr Hotels als Technikpartner."
9005,Visayas Motorsport,Visayas,VSY,PHL,Cebu,2019,9,#0038A8,#FCD116,climber,22,130000,,0,0,9,"Südostasiens kleinstes Team. Der Transport zum Rennen dauert länger als das Rennen."
9006,Danube Privateers,Danube,DNB,HUN,Szeged,1994,9,#477050,#CD2A3E,privateer,26,155000,,0,0,9,"Fährt seit dreißig Jahren dieselbe Strategie: durchkommen, Punkte sammeln, überleben."
9007,Galway Racing,Galway,GLW,IRL,Galway,1998,9,#169B62,#FFFFFF,privateer,23,135000,,0,0,9,"Westirische Werkstatt. Bei Regen plötzlich unschlagbar."
9008,Bornholm Sport,Bornholm,BNH,DNK,Rønne,2001,9,#C8102E,#FFFFFF,privateer,21,125000,,0,0,9,"Insellage, Fährkosten, Sturheit. Verpasste noch nie ein Rennen."
9009,Zamora Privateers,Zamora,ZMR,ESP,Zamora,2004,9,#AA151B,#F1BF00,privateer,20,120000,,0,0,9,"Zwei Autos, sechs Leute, eine Halle. Mehr braucht es hier nicht."
9010,Wallonie Racing,Wallonie,WLN,BEL,Charleroi,2007,9,#000000,#FDDA24,privateer,19,115000,,0,0,9,"Ehemalige Industriegegend, ehemaliger Industriebetrieb, heute ein Rennstall."
9011,Tatra Privateers,Tatra,TTR,SVK,Žilina,2010,9,#0B4EA2,#EE1C25,privateer,17,105000,,0,0,9,"Bergstraßen als Teststrecke. Die Fahrwerksabstimmung ist besser als der Rest des Autos."
9012,Kuban Racing,Kuban,KBN,RUS,Krasnodar,2012,9,#0039A6,#D52B1E,privateer,16,100000,,0,0,9,"Wächst nicht, schrumpft nicht. Seit zwölf Jahren exakt derselbe Betrieb."
9013,Aegean Privateers,Aegean,AEG,GRC,Patras,2015,9,#0D5EAF,#F5F5F5,privateer,14,90000,,0,0,9,"Fährt aus Leidenschaft und finanziert es privat. Das steht so im Handelsregister."
9014,Levant Motorsport,Levant,LVT,LBN,Beirut,2017,9,#ED1C24,#FFFFFF,privateer,12,80000,,0,0,9,"Gegründet gegen jede wirtschaftliche Vernunft. Steht seit sieben Jahren am Start."
9015,Kaledonia Junior,Kaledonia,KLD,GBR,Glasgow,2016,9,#0065BD,#FFFFFF,academy,22,128000,,0,0,9,"Schottisches Nachwuchsprogramm. Drei Absolventen fahren heute Tier 5 oder höher."
9016,Provence Espoirs,Provence,PRV,FRA,Marseille,2017,9,#0055A4,#F7C744,academy,19,112000,,0,0,9,"Nimmt Fahrer ab vierzehn. Zwei Drittel hören vor dem achtzehnten Geburtstag auf."
9017,Silesia Youth,Silesia,SLS,POL,Katowice,2018,9,#DC143C,#F0F0F0,academy,17,102000,,0,0,9,"Aus einer Kartbahn entstanden, die es nicht mehr gibt."
9018,Kanto Juniors,Kanto Jr,KTJ,JPN,Chiba,2019,9,#BC002D,#EFEFEF,academy,15,95000,,0,0,9,"Zweites Nachwuchsprogramm derselben Marke. Bekommt, was das erste nicht will."
9019,Anatolian Youth,Anatolian,ANY,TUR,Ankara,2020,9,#E30A17,#1C1C1C,academy,13,85000,,0,0,9,"Staatlich gefördert, sportlich unauffällig, aber es fährt."
9020,Nordkap Nachwuchs,Nordkap,NKP,NOR,Tromsø,2021,9,#BA0C2F,#00205B,academy,10,65000,,0,0,9,"Nördlichstes Team der Pyramide. Testet im Dunkeln, weil es nicht anders geht."
#
# ---- Tier 10: Rookie Cup (22) ----
10001,Fenland Racing,Fenland,FNL,GBR,Peterborough,1989,10,#4B5320,#C9BC9C,traditional,20,80000,,0,0,8,"Stand einmal in Tier 8. Der Weg zurück ist seit fünfzehn Jahren geplant."
10002,Molise Corse,Molise,MLS,ITA,Campobasso,1995,10,#5D737E,#E8E1D9,traditional,18,72000,,0,0,9,"Kleinste Region Italiens, kleinstes Team der Liga. Passt zusammen."
10003,Baltia Climb,Baltia,BTA,LVA,Riga,2019,10,#9E3039,#FFFFFF,climber,19,76000,,0,0,10,"Erste Saison beendet als Neunter, zweite als Vierter. Der Trend stimmt."
10004,Sahel Motorsport,Sahel,SHL,MAR,Casablanca,2020,10,#C1272D,#006233,climber,17,68000,,0,0,10,"Nordafrikas erstes Team in der Pyramide. Der Weg dahin dauerte acht Jahre."
10005,Mekong Delta Racing,Mekong D,MKD,THA,Bangkok,2021,10,#A51931,#F4F5F8,climber,15,60000,,0,0,10,"Gegründet von drei ehemaligen Motorradfahrern. Die Umstellung dauert noch an."
10006,Wexford Privateers,Wexford,WXF,IRL,Wexford,1992,10,#169B62,#FF883E,privateer,16,64000,,0,0,10,"Scheunenbetrieb im Wortsinn. Die Boxengasse ist der erste asphaltierte Ort der Saison."
10007,Auvernia Sport,Auvernia,AVN,ESP,Logroño,1997,10,#AA151B,#E8D8B0,privateer,15,60000,,0,0,10,"Ein Auto war lange genug. Seit der Regeländerung sind es zwei, und es tut weh."
10008,Limburg Racing,Limburg,LMB,NLD,Maastricht,2000,10,#FF7900,#21468B,privateer,14,56000,,0,0,10,"Grenznah, dreisprachig, chronisch unterfinanziert. Und immer am Start."
10009,Steiermark Privateers,Steiermark,STM,AUT,Leoben,2003,10,#ED2939,#2E7D32,privateer,13,52000,,0,0,10,"Ehemalige Bergrennfahrer. Die Bremsen sind das Beste am Auto."
10010,Kashubia Racing,Kashubia,KSH,POL,Gdańsk,2006,10,#DC143C,#FFFFFF,privateer,12,48000,,0,0,10,"Werftstadt, Werftmentalität. Geschweißt wird alles selbst."
10011,Dobrogea Sport,Dobrogea,DBG,ROU,Constanța,2009,10,#002B7F,#CE1126,privateer,11,45000,,0,0,10,"Am Schwarzen Meer, weit weg von allem. Anreise ist der größte Posten im Budget."
10012,Peloponnes Racing,Peloponnes,PLP,GRC,Kalamata,2012,10,#0D5EAF,#FFFFFF,privateer,10,42000,,0,0,10,"Fünf Leute, zwei davon in Vollzeit. Der Rest kommt nach Feierabend."
10013,Vojvodina Privateers,Vojvodina,VJV,SRB,Novi Sad,2014,10,#C6363C,#FFFFFF,privateer,8,38000,,0,0,10,"Fährt mit Vorjahresteilen von drei verschiedenen Teams. Es passt erstaunlich oft."
10014,Karelia Motorsport,Karelia,KRE,FIN,Joensuu,2017,10,#003580,#F0F0F0,privateer,9,40000,,0,0,10,"Sechs Monate Winter, sechs Monate Rennen. Der Simulator ist ein Wohnzimmer-PC."
10015,Silvertown Junior Team,Silvertown,SVT,GBR,Silverstone,2019,10,#005BBB,#FFFFFF,academy,14,58000,,0,0,10,"Zwei Transporter, ein Zelt, sechs Mechaniker im Nebenberuf – und die beste Talentquote der Liga."
10016,Bretagne Espoirs,Bretagne,BTG,FRA,Rennes,2020,10,#000000,#FFFFFF,academy,11,46000,,0,0,10,"Bretonische Nachwuchsarbeit ohne einen einzigen bezahlten Angestellten."
10017,Andalucía Juniors,Andalucía,ADL,ESP,Sevilla,2020,10,#006847,#FFFFFF,academy,9,41000,,0,0,10,"Vierzig Grad im Schatten beim Sommerrennen. Der Fitnesstest ist die Saison selbst."
10018,Emilia Juniors,Emilia Jr,EMJ,ITA,Imola,2021,10,#008C45,#CD212A,academy,8,37000,,0,0,10,"Liegt an der berühmtesten Strecke der Region und hat dort noch nie ein Rennen gewonnen."
10019,Wallachia Youth,Wallachia,WLC,ROU,Pitești,2021,10,#002B7F,#FCD116,academy,6,32000,,0,0,10,"Autostadt ohne Autoindustrie, seit die Fabrik zumachte. Das Team blieb."
10020,Baltic Youth Racing,Baltic Y,BLY,EST,Tallinn,2022,10,#0072CE,#000000,academy,5,29000,,0,0,10,"Zwei Jahre alt, jüngster Kaderdurchschnitt der Pyramide."
10021,Cascadia Motorsport,Cascadia,CSD,USA,Portland,2022,10,#2E5E4E,#F2A65A,privateer,4,27000,,0,0,10,"Amerikas Gegenentwurf zu den Ovalserien. Ob es funktioniert, weiß niemand."
10022,Pampas Juniors,Pampas Jr,PMJ,ARG,Rosario,2023,10,#74ACDF,#FCBF49,academy,2,25000,,0,0,10,"Neuestes Team der ganzen Welt. Kader: zwei Siebzehnjährige und ein Traum."
